date,ave_sws,ave_rws,ave_rwd,wd_sd,max_ws,max_wst,ave_temp,max_temp,max_temt,min_temp,min_temt,max_rh,max_rht,min_rh,min_rht,max_gsw,max_gswt,tot_gsw,max_dsw,max_dswt,tot_dsw,max_netr,max_nett,min_netr,tot_netr,max_gpar,max_gpat,tot_gpar,max_dpar,max_dpat,tot_dpar,ave_bp,ave_rh,tot_prec,pot_par,sno_depcm,pot_sw,kt_par,kt_sw
1988-01-01T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.37,NA,13000,NA,NA
1988-01-02T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.47,NA,13000,NA,NA
1988-01-03T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.57,NA,13000,NA,NA
1988-01-04T05:00:00Z,2.6,1.734,259.4,46.75,12,2309,-0.4,1.7,947,-4.5,2353,92,415,53,2232,623,1256,5075,343,1340,2933,NA,NA,NA,NA,1103,1256,9.22,641.7,1249,4,NA,79,6.1,22.68,NA,13000,41,40
1988-01-05T05:00:00Z,4.597,4.234,267,22.76,11.9,102,-10.1,-4.4,5,-12.7,2325,77,13,32,1639,557,1350,9288,241,1352,2561,NA,NA,NA,NA,1008,1350,16.45,601.7,1241,9.67,NA,43,0,22.8,NA,13000,72,72
1988-01-06T05:00:00Z,3.888,3.021,290,38.24,13.1,1411,-11.4,-7.3,1441,-17.1,859,58,911,38,1622,499,1302,9811,88,1208,1963,NA,NA,NA,NA,911,1302,17.59,650.2,1319,11.64,NA,47,0,22.94,NA,13000,77,76
1988-01-07T05:00:00Z,2.034,1.5,352.1,41.5,7.6,1313,-13.3,-9.6,1452,-16.8,812,62,740,34,1617,517,1301,9213,193,1516,2870,NA,NA,NA,NA,936,1301,16.41,682.1,1257,10.05,NA,47,0,23.08,NA,13000,71,71
1988-01-08T05:00:00Z,2.184,2.063,345,19.04,6.4,1819,-10,-5.7,0,-14.6,34,91,2358,52,1,145,1448,2277,134,1448,2145,NA,NA,NA,NA,226.1,1055,3.19,46.8,1448,0.51,NA,78,11.9,23.23,NA,13000,14,17
1988-01-09T05:00:00Z,1.441,0.339,335,70.8,5.1,220,NA,NA,NA,-9.2,2355,91,905,62,1528,522,1305,NA,151,1305,NA,NA,NA,NA,NA,738,1451,NA,611.8,1250,NA,NA,83,0.8,23.38,NA,13000,NA,NA
1988-01-10T05:00:00Z,1.675,0.676,63.58,62.55,6.4,1241,-11.3,-4.6,1430,-18.9,2358,90,203,47,1715,578,1234,10000,167,1421,2686,NA,NA,NA,NA,947,1418,17.06,654.3,1259,10.78,NA,74,0,23.55,NA,13000,72,76
1988-01-11T05:00:00Z,1.859,1.263,159,45.89,7.2,1504,NA,-3.6,1618,NA,NA,NA,NA,51,1448,550,1204,11000,103,1437,2452,NA,NA,NA,NA,924,1255,17.9,663.2,1237,11.73,NA,NA,0,23.73,NA,13000,75,79
1988-01-12T05:00:00Z,2.024,1.533,155.4,39.9,5.6,1834,-5.5,1.5,1511,-14.9,807,89,920,45,1425,460,1210,7812,310,1300,5619,NA,NA,NA,NA,864,1210,14.37,407.3,1210,6.94,NA,65,0,23.91,NA,14000,60,58
1988-01-13T05:00:00Z,3.26,0.789,277.5,70.5,9.9,1553,-0.8,4.3,1448,-10.8,2359,90,1001,41,2318,639,1343,5971,317,1441,3808,NA,NA,NA,NA,1134,1342,11.24,507.9,1441,6.07,NA,69,2.5,24.1,NA,14000,47,44
1988-01-14T05:00:00Z,3.119,2.594,351.9,33.25,9.4,943,-17.4,-10.8,0,-23.6,0,55,226,28,1639,532,1254,11000,109,1536,2114,NA,NA,NA,NA,964,1311,19.05,164.2,1536,3.6,NA,39,0,24.3,NA,14000,78,78
1988-01-15T05:00:00Z,1.631,1.209,144.4,41.17,5.1,1542,-16.7,-7.7,1621,-26.5,501,70,908,29,1545,514,1327,8983,299,1210,4009,NA,NA,NA,NA,956,1325,16.79,455.3,1209,6.2,NA,51,0,24.52,NA,14000,68,65
1988-01-16T05:00:00Z,2.146,1.896,154.6,27.64,5,2010,-4.9,3.7,1701,-16.3,834,74,919,38,1658,499,1247,10000,93,1554,2129,NA,NA,NA,NA,950,1253,19.22,165.2,1555,4.16,NA,49,0,24.74,NA,14000,78,73
1988-01-17T05:00:00Z,2.581,2.383,157.6,22.44,5.8,1011,0.7,6,1507,-5,807,59,850,40,1511,504,1258,8033,262,1458,3835,NA,NA,NA,NA,973,1257,15.51,391.7,1457,5.9,NA,49,0,24.96,NA,14000,62,57
1988-01-18T05:00:00Z,2.074,1.17,177.9,53.46,6.8,1353,NA,NA,NA,2.3,257,90,536,52,210,455,1315,2801,433,1315,2801,NA,NA,NA,NA,971,1315,6.64,666.9,1315,4.87,NA,84,14.7,25.2,NA,14000,26,20
1988-01-19T05:00:00Z,2.447,1.691,335.4,45.04,8.6,38,NA,8,1536,NA,NA,88,2343,49,1537,542,1200,10000,166,1532,2692,NA,NA,NA,NA,1013,1200,19.05,231.4,1532,4.63,NA,72,0,25.44,NA,14000,75,70
1988-01-20T05:00:00Z,1.853,0.968,127.4,55.99,9.5,907,NA,NA,NA,NA,NA,93,2359,87,449,67,1316,836,67,1316,836,NA,NA,NA,NA,175.9,1316,2.94,123.4,1316,1.63,NA,89,7.4,25.69,NA,15000,11,6
1988-01-21T05:00:00Z,2.911,1.263,250,60.95,10.3,1422,NA,NA,NA,-0.3,2354,97,956,51,1705,649,1208,6586,316,1145,4355,NA,NA,NA,NA,1197,1208,13.74,498,1145,7.07,NA,79,0,25.95,NA,15000,53,45
1988-01-22T05:00:00Z,2.457,2.002,0.47,34.86,7.2,404,-3.4,0.3,47,-8.7,2344,86,0,49,1716,606,1320,11000,167,1320,2418,NA,NA,NA,NA,1163,1416,20.23,232.4,1320,3.93,NA,60,0,26.22,NA,15000,77,73
1988-01-23T05:00:00Z,1.667,0.888,175.7,55.39,5.2,1934,-5.8,-0.6,1634,-12.4,835,89,1033,52,1637,700,1238,10000,351,1430,4287,NA,NA,NA,NA,1223,1238,17.4,433.4,1430,5.99,NA,75,0,26.49,NA,15000,66,67
1988-01-24T05:00:00Z,2.977,2.494,149.9,32.62,9.3,1633,0.9,6.1,1607,-6.6,528,90,522,48,1611,711,1226,6887,343,1225,5445,NA,NA,NA,NA,1327,1225,13.88,426,1225,6.83,NA,73,0,26.77,NA,15000,52,45
1988-01-25T05:00:00Z,2.035,0.752,21.15,64.32,5.8,2248,NA,NA,NA,NA,NA,89,1556,65,1244,207,1301,2195,207,1301,2195,NA,NA,NA,NA,445.6,1301,4.79,305.4,1301,3.12,NA,82,14,27.06,NA,15000,18,14
1988-01-26T05:00:00Z,2.757,2.425,331.7,28.12,7,226,NA,NA,NA,-5.2,2359,88,5,71,2352,104,1218,NA,104,1356,NA,NA,NA,NA,NA,95.5,1338,NA,95.5,1335,NA,NA,84,6.4,27.36,NA,15000,NA,NA
1988-01-27T05:00:00Z,1.827,1.404,329.6,38.97,6.4,9,-9,-5.1,11,-17.4,2358,84,855,47,1656,571,1308,12000,107,1149,2317,NA,NA,NA,NA,1043,1308,21.05,199.4,1149,3.73,NA,64,0,27.66,NA,16000,76,75
1988-01-28T05:00:00Z,1.66,0.45,190.3,69.14,5.9,1618,-13.2,-5.6,1655,-22.9,822,84,307,47,1730,600,1234,12000,140,1340,3093,NA,NA,NA,NA,1070,1334,21.12,208.2,1317,4.66,NA,70,0,27.98,NA,16000,75,79
1988-01-29T05:00:00Z,1.711,1.154,154.2,46.23,5.8,2228,-10.7,-3,1625,-21.5,714,85,155,43,1822,580,1234,13000,84,1138,2381,NA,NA,NA,NA,1099,1305,22.74,140.2,1347,3.85,NA,67,0,28.29,NA,16000,80,78
1988-01-30T05:00:00Z,2.467,2.239,180.5,24.64,7,1415,1.5,6.8,1647,-4.2,1,83,916,50,1723,755,1259,9326,393,1314,5774,NA,NA,NA,NA,1504,1259,18.63,556.7,1314,8.28,NA,64,0,28.62,NA,16000,65,58
1988-01-31T05:00:00Z,2.399,1.924,162.4,36.06,6.1,1258,8.6,14.5,1430,4.3,704,76,2359,34,1411,646,1309,8975,312,1352,4907,NA,NA,NA,NA,1271,1309,17.86,441.3,1408,7.38,NA,53,0,28.95,NA,16000,62,55
1988-02-01T05:00:00Z,1.939,1.661,150.4,30.67,5.1,902,NA,NA,NA,NA,NA,NA,NA,NA,NA,324,1323,2534,324,1323,2534,NA,NA,NA,NA,700,1323,5.73,510.2,1323,4.15,NA,NA,1,29.29,NA,17000,20,15
1988-02-02T05:00:00Z,3.095,0.862,4.799,68.81,10.3,2219,NA,3.6,1606,NA,NA,NA,NA,NA,NA,86,1027,1257,86,1027,1257,NA,NA,NA,NA,228.7,1027,4.22,140.3,1027,2.03,NA,NA,13.2,29.63,NA,17000,14,8
1988-02-03T05:00:00Z,2.686,0.813,24.56,67.65,8.8,19,NA,NA,NA,NA,NA,88,0,66,1942,624,1402,8774,362,1357,5651,NA,NA,NA,NA,1222,1402,17.04,453.7,1357,7.4,NA,73,0,29.98,NA,17000,57,52
1988-02-04T05:00:00Z,3.159,0.867,31.64,68.99,9.2,201,NA,NA,NA,NA,NA,91,646,71,2245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,13.5,30.34,NA,17000,NA,NA
1988-02-05T05:00:00Z,1.812,0.748,317.7,62.06,6.2,1802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.71,NA,17000,NA,NA
1988-02-06T05:00:00Z,2.411,1.611,261.9,46.65,7.3,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,1322,14000,91,1320,2711,NA,NA,NA,NA,1152,1322,24.76,150.4,1252,4.32,NA,NA,0,31.07,NA,18000,80,78
1988-02-07T05:00:00Z,2.447,1.511,189.6,50.1,6.9,2227,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,1358,13000,342,1505,3852,NA,NA,NA,NA,1430,1404,24.77,449.6,1505,5.87,NA,NA,0,31.45,NA,18000,79,76
1988-02-08T05:00:00Z,2.673,0.862,262.1,66.67,10.1,1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,1316,12000,345,1409,5122,NA,NA,NA,NA,1352,1316,21.97,415.2,1410,6.57,NA,NA,0,31.83,NA,18000,69,66
1988-02-09T05:00:00Z,NA,2.461,NA,20.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32.21,NA,18000,NA,NA
1988-02-10T05:00:00Z,2.069,0.681,345.2,66.35,7.9,1140,-1.8,0.1,1650,-6.5,2307,NA,NA,NA,NA,688,1347,11000,353,1131,6589,NA,NA,NA,NA,1335,1346,22.34,486,1138,9.16,NA,NA,0,32.6,NA,18000,69,62
1988-02-11T05:00:00Z,1.929,0.509,100.1,69.5,8.2,2240,NA,1.9,1700,NA,NA,NA,NA,NA,NA,605,1250,11000,335,1358,8121,NA,NA,NA,NA,1168,1249,21.81,454.5,1359,10.74,NA,NA,0,32.99,NA,19000,66,61
1988-02-12T05:00:00Z,3.183,1.753,68.38,54.3,11.5,1119,-0.4,2,1546,-2.5,2359,NA,NA,NA,NA,245,1442,2084,222,1442,1923,NA,NA,NA,NA,482.9,1441,3.5,330,1441,2.85,NA,NA,28.5,33.4,NA,19000,10,11
1988-02-13T05:00:00Z,4.712,4.239,277.4,25.65,12,2333,-6.4,-2.5,0,-8.6,827,NA,NA,NA,NA,681,1218,8109,266,1235,4588,NA,NA,NA,NA,255.7,1218,4.04,255.7,1323,4.04,NA,NA,1.5,33.8,NA,19000,12,42
1988-02-14T05:00:00Z,2.263,0.962,280.8,61.42,9.9,22,-4.5,1.7,1638,-11.5,750,NA,NA,NA,NA,656,1323,14000,229,1547,3875,NA,NA,NA,NA,1211,1500,14.65,297.2,1546,5.01,NA,NA,0,34.21,NA,19000,43,74
1988-02-15T05:00:00Z,2.687,2.122,164.3,37.14,8.5,850,0.7,5.9,1550,-4.5,54,NA,NA,NA,NA,340,1014,4017,250,1015,3725,NA,NA,NA,NA,663.8,1014,9.17,332.1,1015,5.26,NA,NA,3.8,34.62,NA,20000,26,21
1988-02-16T05:00:00Z,3.187,2.519,0.371,37.08,9.5,1205,0.6,4.1,111,-6.2,2340,NA,NA,NA,NA,652,1241,13000,256,1040,4011,NA,NA,NA,NA,1266,1329,26.46,338.5,1040,6.41,NA,NA,0,35.04,NA,20000,76,68
1988-02-17T05:00:00Z,NA,1.756,NA,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.46,NA,20000,NA,NA
1988-02-18T05:00:00Z,NA,0.589,NA,63.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35.88,NA,20000,NA,NA
1988-02-19T05:00:00Z,2.38,1.919,131.5,35.63,10.1,2024,-1.2,5.1,1328,-8.4,644,NA,NA,NA,NA,535,1224,6983,352,1223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,36.31,NA,21000,NA,34
1988-02-20T05:00:00Z,2.562,1.713,202.9,46.63,11.2,33,4.9,8.6,1620,1.5,537,NA,NA,NA,NA,722,1405,8694,334,1105,NA,NA,NA,NA,NA,1457,1404,17.65,442.8,1105,8.66,NA,NA,7.4,36.74,NA,21000,48,42
1988-02-21T05:00:00Z,4.07,3.362,297.9,33.79,10.8,1207,-4.5,4.5,1,-12.2,2339,NA,NA,NA,NA,727,1307,17000,210,1029,NA,NA,NA,NA,NA,1366,1306,31.05,267.4,1028,4.37,NA,NA,0,37.18,NA,21000,84,79
1988-02-22T05:00:00Z,3.687,3.389,181.2,23.01,10.3,1400,-2.4,4.5,1656,-11.8,19,NA,NA,NA,NA,714,1347,15000,237,1419,NA,NA,NA,NA,NA,1387,1321,29.07,304.1,1419,6.13,NA,NA,0,37.61,NA,21000,77,71
1988-02-23T05:00:00Z,2.712,1.969,193.8,42.38,8.2,1355,4.5,8.7,1303,1.2,2357,NA,NA,NA,NA,387,1202,3381,339,1202,NA,NA,NA,NA,NA,816,1202,7.56,454.9,1202,4.68,NA,NA,11.2,38.05,NA,22000,20,16
1988-02-24T05:00:00Z,1.766,0.901,341.7,56.69,7.9,1335,-1.7,1.3,11,-7.8,2336,NA,NA,NA,NA,940,1343,11000,374,1400,NA,NA,NA,NA,NA,1796,1343,20.17,463,1401,8.52,NA,NA,0.3,38.5,NA,22000,52,49
1988-02-25T05:00:00Z,2.025,0.577,273.3,68.5,8.1,1607,-5.9,-0.4,1512,-11.8,805,NA,NA,NA,NA,834,1300,13000,324,1511,NA,NA,NA,NA,NA,1567,1300,22.81,394.7,1511,8.06,NA,NA,0,38.94,NA,22000,59,58
1988-02-26T05:00:00Z,1.496,0.329,122.9,71.5,4.6,1224,-6.6,-1.2,1640,-13.5,723,NA,NA,NA,NA,774,1345,16000,163,1441,NA,NA,NA,NA,NA,1490,1340,30.54,222,1547,5.55,NA,NA,0,39.39,NA,22000,78,72
1988-02-27T05:00:00Z,2.228,1.431,109.9,48.44,7.3,1007,-2.8,-1,1553,-4.3,355,NA,NA,NA,NA,314,1324,5280,284,1324,NA,NA,NA,NA,NA,638.1,1324,10.87,362,1324,6.65,NA,NA,1.3,39.84,NA,23000,27,23
1988-02-28T05:00:00Z,1.873,1.068,355.9,53.11,6.9,1355,-3.3,1.4,1712,-8.2,757,NA,NA,NA,NA,758,1304,18000,126,1205,NA,NA,NA,NA,NA,1436,1309,30.21,200.3,1133,4.84,NA,NA,0,40.29,NA,23000,75,80
1988-02-29T05:00:00Z,1.906,1.352,165.2,43.67,6,1049,-1.1,4.8,1707,-9.1,322,NA,NA,NA,NA,656,1510,8385,302,1143,NA,NA,NA,NA,NA,1155,1510,16.31,370.4,1228,8.86,NA,NA,0,40.74,NA,23000,40,36
1988-03-01T05:00:00Z,2.233,1.262,357,53.41,8,1546,-4,1.6,1505,-8.6,2336,NA,NA,NA,NA,895,1411,16000,293,1256,NA,NA,NA,NA,NA,1706,1411,32.04,393.2,1256,7.08,NA,NA,0,41.19,NA,23000,78,70
1988-03-02T05:00:00Z,2.16,1.439,178.4,46.78,8.8,2032,-1.4,10.2,1707,-13.9,659,NA,NA,NA,NA,891,1301,16000,324,1329,NA,NA,NA,NA,NA,1761,1309,31.27,397.9,1329,7.28,NA,NA,0,41.65,NA,24000,75,68
1988-03-03T05:00:00Z,1.57,1.103,20.76,44.2,3.7,1430,NA,9.7,1422,NA,NA,NA,NA,NA,NA,456,1450,3088,326,1439,NA,NA,NA,NA,NA,923,1450,6.4,450.9,1438,4.02,NA,NA,3.6,42.11,NA,24000,15,13
1988-03-04T05:00:00Z,4.46,4.065,NA,24.14,9.4,1615,-1.5,-0.7,1439,-3.5,2359,97,1722,82,0,55,1358,2245,45,1358,NA,NA,NA,NA,NA,158.1,1358,6.41,72.8,1458,3.17,NA,93,15.2,42.56,NA,24000,15,9
1988-03-05T05:00:00Z,3.615,1.8,351.6,57.34,8.6,111,-3.5,2.7,1637,-11,619,91,601,30,1805,980,1149,NA,384,1159,NA,NA,NA,NA,NA,1873,1158,29.78,461,1158,6.47,NA,66,0,43.02,NA,24000,69,NA
1988-03-06T05:00:00Z,4.095,2.615,162.3,48.7,9.4,1506,-1.5,7.2,1654,-11.9,645,88,801,40,1800,784,1246,NA,178,1352,NA,NA,NA,NA,NA,1511,1304,36.86,177.1,1342,4.78,NA,64,0,43.48,NA,25000,85,NA
1988-03-07T05:00:00Z,6.095,5.56,322.3,23.94,13.4,2116,7.5,11.9,1441,NA,NA,50,2359,34,1623,752,1337,NA,145,1356,NA,NA,NA,NA,NA,1475,1337,16.44,234.9,1357,3.21,NA,42,0,43.94,NA,25000,37,NA
1988-03-08T05:00:00Z,3.84,3.135,144.9,34.61,8.2,2233,6.3,9.2,1739,NA,NA,46,0,20,1758,544,1544,3025,84,1721,793,NA,NA,NA,NA,1078,1544,5.84,125.3,1547,1.16,NA,29,0,44.4,NA,25000,13,12
1988-03-09T05:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,44.86,NA,25000,NA,NA
1988-03-10T05:00:00Z,5.78,5.315,336.8,22.97,15,1606,1.4,4.6,1603,NA,NA,44,2148,33,1820,563,1553,3033,65,1552,541,313,1553,NA,NA,1087,1553,5.67,91,1552,0.78,NA,40,0,45.32,NA,26000,13,12
1988-03-11T05:00:00Z,NA,3.828,310.1,25.09,13.2,1758,NA,6.7,1620,NA,NA,NA,NA,33,1449,846,1218,18000,204,1348,3838,520,1220,-51,9381,1698,1218,35.65,207.9,1219,4.41,NA,NA,0,45.78,NA,26000,78,71
1988-03-12T05:00:00Z,1.528,0.099,138.5,78.3,4.8,1409,3.3,12.4,1737,-5.2,723,92,755,40,1616,853,1329,18000,305,1524,5835,511,1329,-43,8067,1681,1329,34.45,394.4,1524,8.67,NA,62,0,46.24,NA,26000,75,70
1988-03-13T05:00:00Z,2.067,1.204,339.7,52.33,7.6,2320,7,14.1,1451,2.3,852,99,911,51,1459,1003,1318,13000,389,1317,7152,635,1318,-44,6778,1957,1318,24.89,520,1318,9.9,NA,76,0.5,46.7,NA,26000,53,48
1988-03-14T05:00:00Z,2.657,2.379,358.4,26.21,8.8,2356,2.3,4.7,3,-0.7,2359,97,751,49,1707,512,1313,9305,398,1313,8723,309,1313,-20,4527,1000,1313,17.85,511.8,1308,11.71,NA,63,0,47.16,NA,27000,38,35
1988-03-15T05:00:00Z,3.621,3.367,348,21.46,10.4,153,-0.6,2.7,1426,-2.6,2359,83,101,43,1428,1073,1331,15000,396,1332,8263,653,1334,-49,6452,1973,1331,27.44,514.3,1332,11.99,NA,57,0,47.61,NA,27000,58,54
1988-03-16T05:00:00Z,2.258,1.804,313.4,36.32,10.4,1831,0.4,4.6,1422,-2.8,7,94,942,51,1632,611,1102,7586,365,1117,7416,370,1116,-54,3197,1154,1101,14.84,481.1,1117,9.82,NA,64,1,48.07,NA,27000,31,28
1988-03-17T05:00:00Z,2.444,2.112,340.2,29.84,10.4,1208,1.5,7.6,1613,-5,709,83,530,25,1541,847,1631,22000,82,1609,2555,501,1311,-58,9284,1600,1256,41.28,167.4,815,4.45,NA,49,0,48.53,NA,27000,85,81
1988-03-18T05:00:00Z,2.487,1.495,221.6,51.17,10,1632,0.1,3.8,1737,-5.1,727,80,2349,39,120,515,1529,8874,354,1208,8327,300,1529,-59,3251,1004,1529,17.87,474.3,1012,11,NA,60,0,48.98,NA,28000,36,32
1988-03-19T05:00:00Z,2.555,1.46,312.5,53.02,9.6,1636,0.8,5.9,1522,-4.1,2354,98,832,25,1735,1105,1228,16000,383,1228,6868,672,1310,-61,6812,2124,1228,30.85,856,1033,14.26,NA,61,0,49.44,NA,28000,62,59
1988-03-20T05:00:00Z,3.729,2.032,304.6,54.64,14.8,1353,-2.5,2.9,1344,-6.9,2333,89,543,25,1328,1036,1252,16000,370,1129,5953,638,1228,-67,6837,1952,1251,30.47,502.2,1129,8.13,NA,51,0.5,49.89,NA,28000,61,58
1988-03-21T05:00:00Z,3.718,3.294,335.7,27.36,13.6,406,-7.6,-3.1,1459,-12.9,717,68,321,24,1606,934,1239,23000,169,1239,3207,554,1239,-66,8920,1729,1231,42.05,974,1106,8.41,NA,37,0,50.34,NA,28000,84,81
1988-03-22T05:00:00Z,2.514,1.707,350.4,45.89,9.6,1243,-5.5,2.3,1545,-14.5,623,81,735,21,1546,888,1254,24000,69,1312,2763,514,1243,-67,9021,1638,1257,43.09,566,924,7.46,NA,41,0,50.79,NA,29000,85,83
1988-03-23T05:00:00Z,3.249,2.715,166.5,32.84,12.4,1446,0.6,10.1,1542,-10.2,526,74,659,20,1308,831,1307,19000,280,1429,6922,497,1307,-53,8661,1585,1307,36.37,427.6,859,9.86,NA,44,0,51.24,NA,29000,71,66
1988-03-24T05:00:00Z,2.995,1.769,191.5,51.82,10.4,1507,11.7,22.7,1514,3.8,2,97,2357,38,1531,884,1453,16000,353,1453,6349,540,1453,-36,8531,1704,1453,31.39,577.7,1005,10.53,NA,68,1.3,51.68,NA,29000,61,54
1988-03-25T05:00:00Z,3.803,3.128,147.7,34.12,14,2029,13.6,21.8,1531,5.5,721,NA,NA,49,1711,894,1221,16000,479,1136,7044,553,1221,-53,8318,1741,1221,31.35,655,1135,10.72,NA,81,0,52.12,NA,29000,60,53
1988-03-26T05:00:00Z,3.307,2.545,164.1,38.89,13.2,2,11.9,14.2,3,10.3,1349,97,0,75,7,498,1702,3439,197,1707,3295,310,1702,-41,1655,1053,1702,7.86,286.4,1447,5.03,NA,89,15,52.56,NA,30000,15,12
1988-03-27T05:00:00Z,2.332,1.417,275.7,50.74,15.6,1152,7.5,11.6,1029,2,2359,99,556,56,1331,1130,1121,7414,409,1236,5008,723,1122,-54,3519,2169,1121,14.85,579,1237,7.28,NA,81,5.1,53.01,NA,30000,28,25
1988-03-28T05:00:00Z,2.802,2.218,311.8,36.98,9.6,1614,4.4,9.3,1737,0.9,317,74,44,42,1811,1154,1131,18000,408,1130,7093,715,1247,-58,8770,2274,1234,35.84,566.5,1130,10.2,NA,57,0,53.44,NA,30000,67,61
1988-03-29T05:00:00Z,1.935,0.453,173.8,70.9,5.6,1346,NA,15.9,1757,-0.9,1137,49,2337,21,1819,996,1255,NA,292,1306,NA,603,1148,-37,NA,2023,1255,NA,411.8,1306,NA,NA,NA,0,53.87,NA,30000,NA,NA
1988-03-30T05:00:00Z,2.809,2.439,162.7,29.38,8.8,1455,NA,17.1,1527,3,2359,60,2358,23,1525,812,1516,NA,350,1459,NA,503,1516,-39,NA,1618,1516,NA,474.3,1459,NA,NA,NA,0,54.31,NA,31000,NA,NA
1988-03-31T05:00:00Z,2.598,2.12,4.257,34.77,9.6,747,8.1,15.3,1652,2.6,54,69,415,30,1744,909,1242,24000,255,1041,4685,550,1248,-55,11000,1741,1243,45.09,362.6,1041,7.16,NA,51,0,54.74,NA,31000,82,76
1988-04-01T05:00:00Z,1.327,0.725,130.1,54.56,4,1952,6.1,9.3,1424,1.5,359,96,2301,59,14,252,1139,3565,215,1139,3565,159,1138,-37,1524,535.1,1139,7.89,320.1,1138,5.39,NA,84,2.5,55.16,NA,31000,14,11
1988-04-02T05:00:00Z,1.613,0.284,144.6,73.5,6.8,2349,10.3,15.1,1746,6.5,302,98,325,61,1747,1101,1347,11000,412,1339,9570,699,1347,-24,6096,2143,1346,22.13,557.6,1339,13.49,NA,80,0,55.58,NA,31000,40,35
1988-04-03T05:00:00Z,2.621,2.405,150,23.26,7.6,1636,10.3,13.3,1459,7.5,712,95,2359,69,0,397,1206,5832,335,1206,5832,258,1206,-27,3510,823,1206,12.57,479.4,1206,8.66,NA,80,1.6,56.01,NA,32000,22,18
1988-04-03T05:00:00Z,2.826,2.28,163.5,35.62,8,1542,16,21.6,1742,10.7,0,95,4,61,1819,1133,1323,10000,537,1312,7260,779,1323,-43,5431,2240,1312,20.88,802,1312,10.79,NA,84,4.3,56.42,NA,32000,37,32
1988-04-04T04:00:00Z,2.22,1.179,7.7,55.47,10,1505,NA,16.2,1330,NA,NA,NA,NA,52,1744,1505,1501,14000,1505,1501,8691,754,1321,-46,6954,2449,1501,28.4,690.8,1505,12.86,NA,NA,0,56.84,NA,32000,50,44
1988-04-05T04:00:00Z,2.634,2.213,133.1,32.38,8.4,1549,8.5,14.3,1308,1.1,704,NA,NA,61,1545,1189,1250,16000,433,1206,11000,766,1258,-29,8979,2390,1322,31.71,596,1205,15.7,NA,81,0,57.25,NA,32000,55,49
1988-04-06T04:00:00Z,2.514,2.048,81.5,34.87,6.8,1325,7.8,12.7,1551,5,620,83,316,61,1652,756,1529,9950,377,1437,8947,454,1529,-12,5540,1465,1529,20.28,543.4,1526,12.71,NA,74,0,57.66,NA,33000,35,31
1988-04-07T04:00:00Z,3.103,2.813,356.5,24.77,11.6,1904,NA,11.7,1239,NA,NA,NA,NA,63,1241,926,1211,6025,495,1222,5960,569,1211,-43,3217,1942,1211,12.68,792,1216,8.51,NA,NA,0,58.06,NA,33000,22,18
1988-04-08T04:00:00Z,5.016,4.689,345.5,20.69,14,937,7.8,14.5,1550,5,2359,89,0,45,1630,1097,1335,18000,540,1241,11000,708,1356,-48,11000,2289,1242,36.5,734,1241,15,NA,67,0,58.46,NA,33000,62,56
1988-04-09T04:00:00Z,4.719,4.406,348.9,20.87,14.4,1408,8.7,14.8,1641,4.7,552,69,300,41,1750,1190,1112,23000,387,1039,7084,767,1112,-54,12000,2373,1108,44.81,525.3,1112,10.02,NA,57,0,58.86,NA,33000,76,69
1988-04-10T04:00:00Z,2.597,1.873,1.793,42.77,13.2,959,7.6,10.6,1655,2.4,607,79,613,57,1443,998,1117,12000,519,1118,10000,617,1117,-52,5481,2109,1117,23.74,722,1118,13.99,NA,65,0,59.25,NA,34000,40,35
